Date,CalDay,TimeOfDay,SiTotal,SwimTotal,PrevSi1,PrevSi3,PrevSi5,PrevSi7,WaterTempF,WaterTempC,AvgPrevTemp1,AvgPrevTemp3,AvgPrevTemp5,AvgPrevTemp7,WindDir,WindDirGroup1,WindDirGroup2,WindVel,SwimNum,NWSprecip1,NWSprecip2
7/25/2015,206_2015,PM,0,310,0,0,0,0,,22.77777778,22.77777778,21.66666667,21.11111111,20.87301587,S,SSW,SSE,2.4,310,0,0
7/26/2015,207_2015,PM,105,302,0,0,0,0,,22.77777778,22.77777778,22.22222222,21.66666667,21.19047619,NE,NNE,ENE,0.7,302,0,0
7/27/2015,208_2015,PM,0,308,171,57,34.2,24.42857143,,22.22222222,22.77777778,22.77777778,22.11111111,21.58730159,NE,NNE,ENE,1.1,308,0,0
7/28/2015,209_2015,PM,0,143,28,66.33333333,39.8,28.42857143,,22.22222222,22.22222222,22.59259259,22.33333333,21.9047619,SW,SSW,WSW,2.6,143,0,0
7/29/2015,210_2015,PM,0,174,0,66.33333333,39.8,28.42857143,,21.66666667,22.22222222,22.40740741,22.55555556,22.14285714,W,WNW,WSW,6.2,174,1,0.03
7/30/2015,211_2015,PM,0,166,0,9.333333333,39.8,28.42857143,,21.66666667,21.66666667,22.03703704,22.33333333,22.22222222,W,WNW,WSW,4.8,166,0,0
7/31/2015,212_2015,PM,0,205,0,0,39.8,28.42857143,,21.66666667,21.66666667,21.85185185,22.11111111,22.3015873,S,SSW,SSE,5.3,205,1,0.3
8/1/2015,213_2015,PM,0,29,0,0,5.6,28.42857143,,21.11111111,21.66666667,21.66666667,21.88888889,22.14285714,SW,SSW,WSW,7.6,29,0,0
8/2/2015,214_2015,PM,0,211,0,0,0,28.42857143,,20.55555556,21.11111111,21.48148148,21.66666667,21.9047619,NW,WNW,NNW,6.1,211,1,0.79
8/3/2015,215_2015,PM,0,162,0,0,0,4,,21.11111111,20.55555556,21.11111111,21.33333333,21.58730159,W,WNW,WSW,5.6,162,1,0.47
8/4/2015,216_2015,PM,12,164,8,2.666666667,1.6,1.142857143,,21.11111111,21.11111111,20.92592593,21.22222222,21.42857143,N,NNE,NNW,3.5,164,0,0
8/5/2015,217_2015,PM,36,172,18,8.666666667,5.2,3.714285714,,21.11111111,21.11111111,20.92592593,21.11111111,21.26984127,NE,NNE,ENE,7.5,172,0,0
8/6/2015,218_2015,PM,0,35,44,23.33333333,14,10,,21.11111111,21.11111111,21.11111111,21,21.19047619,E,ESE,ENE,5.5,35,0,0
8/7/2015,219_2015,PM,17,58,0,20.66666667,14,10,,22.22222222,21.11111111,21.11111111,21,21.11111111,NE,NNE,ENE,7.3,58,1,0.11
8/8/2015,220_2015,PM,0,157,31,25,20.2,14.42857143,,22.22222222,22.22222222,21.48148148,21.33333333,21.19047619,W,WNW,WSW,1.3,157,1,0.29
8/9/2015,221_2015,PM,0,187,0,10.33333333,18.6,14.42857143,,22.22222222,22.22222222,21.85185185,21.55555556,21.34920635,SW,SSW,WSW,0.2,187,0,0
8/10/2015,222_2015,PM,0,111,0,10.33333333,15,14.42857143,,21.66666667,22.22222222,22.22222222,21.77777778,21.58730159,N,NNE,NNW,12.1,111,1,0
8/11/2015,223_2015,PM,0,138,0,0,6.2,13.28571429,,22.22222222,21.66666667,22.03703704,21.88888889,21.66666667,N,NNE,NNW,3.1,138,0,0
8/12/2015,224_2015,PM,0,142,2,0.666666667,6.6,11,,22.22222222,22.22222222,22.03703704,22.11111111,21.82539683,S,SSW,SSE,6.1,142,0,0
8/13/2015,225_2015,PM,0,168,0,0.666666667,0.4,4.714285714,,21.66666667,22.22222222,22.03703704,22.11111111,21.98412698,S,SSW,SSE,5.2,168,1,0
6/24/2016,176_2016,PM,0,62,,,,,,20.55555556,21.66666667,22.03703704,22,22.06349206,SW,SSW,WSW,2.2,62,0,0
6/25/2016,177_2016,PM,0,66,0,,,,,20.55555556,20.55555556,21.48148148,21.66666667,21.82539683,SW,SSW,WSW,2.3,66,0,0
6/26/2016,178_2016,PM,0,15,0,,,,,20.55555556,20.55555556,20.92592593,21.44444444,21.58730159,SW,SSW,WSW,2.5,15,1,0.58
6/27/2016,179_2016,PM,0,10,0,0,,,,18.33333333,20.55555556,20.55555556,21.11111111,21.34920635,N,NNE,NNW,19.4,10,0,0
6/28/2016,180_2016,PM,0,32,0,0,,,,19.44444444,18.33333333,19.81481481,20.33333333,20.87301587,N,NNE,NNW,5.4,32,0,0
6/29/2016,181_2016,PM,0,21,2,0.666666667,0.4,,,20,19.44444444,19.44444444,19.88888889,20.47619048,S,SSW,SSE,4.5,21,0,0
6/30/2016,182_2016,PM,0,48,0,0.666666667,0.4,,,18.33333333,20,19.25925926,19.77777778,20.15873016,N,NNE,NNW,16.4,48,0,0
7/1/2016,183_2016,PM,0,38,0,0.666666667,0.4,0.285714286,,22.22222222,18.33333333,19.25925926,19.33333333,19.68253968,SW,SSW,WSW,3.2,38,1,0.24
7/2/2016,184_2016,PM,0,66,0,0,0.4,0.285714286,,22.77777778,22.22222222,20.18518519,19.66666667,19.92063492,SW,SSW,WSW,3.4,66,0,0
7/3/2016,185_2016,PM,0,84,0,0,0.4,0.285714286,,22.77777778,22.77777778,21.11111111,20.55555556,20.23809524,SE,ESE,SSE,3.6,84,0,0
7/4/2016,186_2016,PM,0,92,0,0,0,0.285714286,,21.66666667,22.77777778,22.59259259,21.22222222,20.55555556,SE,ESE,SSE,2.1,92,0,0
7/5/2016,187_2016,PM,0,86,2,0.666666667,0.4,0.571428571,,21.11111111,21.66666667,22.40740741,21.55555556,21.03174603,SE,ESE,SSE,11.1,86,0,0
7/6/2016,188_2016,PM,7,30,0,0.666666667,0.4,0.285714286,,21.11111111,21.11111111,21.85185185,22.11111111,21.26984127,N,NNE,NNW,0,30,0,0
7/7/2016,189_2016,PM,0,68,24,8.666666667,5.2,3.714285714,,21.66666667,21.11111111,21.2962963,21.88888889,21.42857143,SE,ESE,SSE,6.6,68,1,0
7/8/2016,190_2016,PM,0,68,0,8,5.2,3.714285714,,23.33333333,21.66666667,21.2962963,21.66666667,21.9047619,N,NNE,NNW,10.3,68,1,0.05
7/9/2016,191_2016,PM,0,81,0,8,5.2,3.714285714,,23.33333333,23.33333333,22.03703704,21.77777778,22.06349206,N,NNE,NNW,6.8,81,0,0
7/10/2016,192_2016,PM,0,62,5,1.666666667,5.8,4.428571429,,23.33333333,23.33333333,22.77777778,22.11111111,22.14285714,SE,ESE,SSE,7.7,62,0,0
7/11/2016,193_2016,PM,0,46,0,1.666666667,5.8,4.428571429,,22.77777778,23.33333333,23.33333333,22.55555556,22.22222222,SE,ESE,SSE,14.9,46,1,0.03
7/12/2016,194_2016,PM,0,138,0,1.666666667,1,4.142857143,,21.66666667,22.77777778,23.14814815,22.88888889,22.38095238,SE,ESE,SSE,9.6,138,0,0
7/13/2016,195_2016,PM,0,97,0,0,1,4.142857143,,22.22222222,21.66666667,22.59259259,22.88888889,22.46031746,SE,ESE,SSE,7.5,97,0,0
7/14/2016,196_2016,PM,0,10,0,0,1,0.714285714,,19.44444444,22.22222222,22.22222222,22.66666667,22.61904762,N,NNE,NNW,10.9,10,0,0
7/15/2016,197_2016,PM,0,220,0,0,0,0.714285714,,22.22222222,19.44444444,21.11111111,21.88888889,22.3015873,SE,ESE,SSE,4.6,220,1,0.31
7/16/2016,198_2016,PM,0,6,0,0,0,0.714285714,,22.22222222,22.22222222,21.2962963,21.66666667,22.14285714,SE,ESE,SSE,4.5,6,0,0
7/17/2016,199_2016,PM,0,92,0,0,0,0,,22.22222222,22.22222222,21.2962963,21.55555556,21.98412698,N,NNE,NNW,8.8,92,1,0.38
7/18/2016,200_2016,PM,27,49,0,0,0,0,,21.66666667,22.22222222,22.22222222,21.66666667,21.82539683,NE,NNE,ENE,5,49,0,0
7/19/2016,201_2016,PM,0,75,38,12.66666667,7.6,5.428571429,,22.77777778,21.66666667,22.03703704,21.55555556,21.66666667,SE,ESE,SSE,7.2,75,0,0
7/20/2016,202_2016,PM,0,52,0,12.66666667,7.6,5.428571429,,21.66666667,22.77777778,22.22222222,22.22222222,21.82539683,SE,ESE,SSE,14.1,52,0,0
7/21/2016,203_2016,PM,0,96,0,12.66666667,7.6,5.428571429,,23.33333333,21.66666667,22.03703704,22.11111111,21.74603175,NW,WNW,NNW,2,96,1,0.22
7/22/2016,204_2016,PM,24,46,0,0,7.6,5.428571429,,22.77777778,23.33333333,22.59259259,22.33333333,22.3015873,N,NNE,NNW,1,46,0,0
7/23/2016,205_2016,PM,0,41,45,15,16.6,11.85714286,,22.77777778,22.77777778,22.59259259,22.44444444,22.38095238,SE,ESE,SSE,7.3,41,0,0
7/24/2016,206_2016,PM,0,86,0,15,9,11.85714286,,22.22222222,22.77777778,22.96296296,22.66666667,22.46031746,W,WNW,WSW,4.9,86,1,0.13
7/25/2016,207_2016,PM,0,92,0,15,9,11.85714286,,23.33333333,22.22222222,22.59259259,22.55555556,22.46031746,SE,ESE,SSE,4.8,92,0,0
7/26/2016,208_2016,PM,1,98,0,0,9,6.428571429,,22.77777778,23.33333333,22.77777778,22.88888889,22.6984127,NE,NNE,ENE,5.5,98,0,0
7/27/2016,209_2016,PM,0,20,5,1.666666667,10,7.142857143,,21.11111111,22.77777778,22.77777778,22.77777778,22.6984127,NE,NNE,ENE,8.5,20,0,0
7/28/2016,210_2016,PM,12,36,0,1.666666667,1,7.142857143,,21.11111111,21.11111111,22.40740741,22.44444444,22.61904762,NE,NNE,ENE,8.5,36,1,0.03
7/29/2016,211_2016,PM,24,67,19,8,4.8,9.857142857,,22.22222222,21.11111111,21.66666667,22.11111111,22.3015873,NE,NNE,ENE,9.7,67,1,0.57
7/30/2016,212_2016,PM,14,94,31,16.66666667,11,7.857142857,,25,22.22222222,21.48148148,22.11111111,22.22222222,NW,WNW,NNW,11.3,94,0,0
7/31/2016,213_2016,PM,0,136,26,25.33333333,16.2,11.57142857,,22.22222222,25,22.77777778,22.44444444,22.53968254,E,ESE,ENE,3.7,136,0,0
8/1/2016,214_2016,PM,0,168,0,19,15.2,11.57142857,,23.33333333,22.22222222,23.14814815,22.33333333,22.53968254,E,ESE,ENE,2.9,168,0,0
8/2/2016,215_2016,PM,0,184,0,8.666666667,15.2,11.57142857,,23.33333333,23.33333333,23.51851852,22.77777778,22.53968254,SE,ESE,SSE,7.2,184,0,0
8/3/2016,216_2016,PM,0,228,1,0.333333333,11.6,11,,23.33333333,23.33333333,22.96296296,23.22222222,22.61904762,SE,ESE,SSE,7.4,228,0,0
8/4/2016,217_2016,PM,0,232,0,0.333333333,5.4,11,,23.88888889,23.33333333,23.33333333,23.44444444,22.93650794,NW,WNW,NNW,10,232,0,0
8/5/2016,218_2016,PM,0,256,0,0.333333333,0.2,8.285714286,,26.11111111,23.88888889,23.51851852,23.22222222,23.33333333,W,WNW,WSW,7.2,256,0,0
8/6/2016,219_2016,PM,4,62,0,0,0.2,3.857142857,,25.55555556,26.11111111,24.44444444,24,23.88888889,NW,WNW,NNW,9,62,0,0
8/7/2016,220_2016,PM,40,62,4,1.333333333,1,0.714285714,,23.88888889,25.55555556,25.18518519,24.44444444,23.96825397,NE,NNE,ENE,4.7,62,0,0
8/8/2016,221_2016,PM,0,87,47,17,10.2,7.428571429,,23.88888889,23.88888889,25.18518519,24.55555556,24.20634921,SE,ESE,SSE,10.4,87,0,0
8/9/2016,222_2016,PM,0,50,0,17,10.2,7.428571429,,25,23.88888889,24.44444444,24.66666667,24.28571429,S,SSW,SSE,3,50,0,0
8/10/2016,223_2016,PM,0,42,0,15.66666667,10.2,7.285714286,,24.44444444,25,24.25925926,24.88888889,24.52380952,E,ESE,ENE,3.4,42,0,0
8/11/2016,224_2016,PM,0,43,2,0.666666667,10.6,7.571428571,,23.33333333,24.44444444,24.44444444,24.55555556,24.68253968,N,NNE,NNW,10.1,43,1,0
8/12/2016,225_2016,PM,2,26,0,0.666666667,9.8,7.571428571,,26.11111111,23.33333333,24.25925926,24.11111111,24.6031746,N,NNE,NNW,7.2,26,1,0.03
8/13/2016,226_2016,PM,0,66,2,1.333333333,0.8,7.857142857,,26.11111111,26.11111111,24.62962963,24.55555556,24.6031746,SW,SSW,WSW,5.1,66,1,0.31
8/14/2016,227_2016,PM,0,58,0,0.666666667,0.8,7.285714286,,24.44444444,26.11111111,25.18518519,25,24.68253968,N,NNE,NNW,0.7,58,0,0
